name,code,resource,herbs,part,slice,prepmethods,alias
伸筋草,6130250100104005,石松科,伸筋草,全草,段,nan,nan
卷柏,6130350100104002,卷柏科,卷柏,全草,段,nan,九死还魂
卷柏炭,6130350100104415,卷柏科,卷柏,全草,段,炒炭,九死还魂炭
木贼,6130550500104002,木贼科,木贼,地上部分,段,nan,木贼草
紫萁贯众,6131310500103004,紫其科,紫萁贯众,根茎和叶柄残基,片,nan,nan
海金沙,6131790100100007,海金沙科,海金沙,成熟孢子,nan,nan,nan
狗脊,6131910500103006,蚌壳蕨科,狗脊,根茎,厚片,nan,金毛狗脊
烫狗脊,6131910500103228,蚌壳蕨科,狗脊,根茎,厚片,砂烫,砂炒狗脊
绵马贯众,6134510500103005,鳞毛蕨科,绵马贯众,根茎和叶柄残基,厚片,nan,贯众
绵马贯众炭,6134510500103418,鳞毛蕨科,绵马贯众,根茎和叶柄残基,厚片,炒炭,贯众炭
骨碎补,6135610500103001,水龙骨科,骨碎补,根茎,厚片,nan,毛姜、猴姜
烫骨碎补,6135610500103223,水龙骨科,骨碎补,根茎,厚片,砂烫,烫毛姜、烫猴姜
石韦,6135620700104005,水龙骨科,石韦,叶,段,nan,nan
银杏叶,614022070010000,银杏科,银杏叶,叶,nan,nan,白果叶
白果仁,614024050010000,银杏科,白 果,成熟种仁,去硬壳,nan,白果、银杏
炒白果仁,6140240500100117,银杏科,白 果,种子,去硬壳,炒黄,炒白果、熟白果
油松节,6140420400105003,松科,油松节,瘤状节或分枝节,薄片或小块,nan,nan
土荆皮,6140420600106008,松科,土荆皮,根皮或近根树皮,丝,nan,nan
松花粉,6140430500100006,松科,松花粉,花粉,nan,nan,nan
侧柏叶,6140621200100001,柏科,侧柏叶,枝梢和叶,去硬梗,nan,nan
侧柏炭,6140621200100414,柏科,侧柏叶,枝梢和叶,去硬梗,炒炭,侧柏叶炭
柏子仁,6140640500100009,柏科,柏子仁,成熟种仁,去残留的种皮,nan,nan
柏子仁霜,6140640500100832,柏科,柏子仁,种仁,nan,制霜,nan
榧子,6140940600100009,红豆杉科,框子,种子,去壳取仁,nan,榧子仁、香榧子
麻黄根,6141010300103002,麻黄科,麻黄根,根和根茎,厚片,nan,nan
麻黄,614102888704008,麻黄科,麻黄,草质茎,段,nan,nan
蜜麻黄,614102888704350,麻黄科,麻黄,草质茎,段,蜜炙,炙麻黄
三白草,6150250500104005,三白草科,三白草,地上部分,段,nan,nan
干鱼腥草,6150250500204002,三白草科,鱼腥草,全草或地上部分,段,nan,干蕺菜
鲜鱼腥草,6150250500208000,三白草科,鱼腥草,全草或地上部分,鲜用,nan,nan
海风藤,6150320100103002,胡椒科,海风藤,藤茎,厚片,nan,nan
胡椒,6150340200100008,胡椒科,胡椒,果实,nan,nan,黑胡椒、白胡椒
荜菱,6150340200200005,胡椒科,荜菱,近成熟或成熟果穗,nan,nan,nan
肿节风,6150450100104003,金粟兰科,肿节风,全草,段,nan,草珊瑚、接骨金粟兰
核桃仁,6150740600100002,胡桃科,核桃仁,成熟种子,nan,nan,胡桃仁、胡桃肉
桑枝,6151220200103003,桑科,桑枝,嫩枝,厚片,nan,nan
炒桑枝,6151220200103119,桑科,桑枝,嫩枝,厚片,炒黄,nan
桑白皮,6151220600106000,桑科,桑白皮,根皮,丝,nan,桑根皮
蜜桑白皮,6151220600106352,桑科,桑白皮,根皮,丝,蜜炙,炙桑白皮
桑叶,6151220700107006,柔科,桑叶,叶,搓碎,nan,冬桑叶、霜柔叶
桑椹,6151240200100000,桑科,桑椹,果穗,nan,nan,桑椹子
楮实子,6151240200200007,桑科,楮实子,成熟果实,nan,nan,构树子
火麻仁,6151240200300004,桑科,火麻仁,成熟果实,nan,nan,大麻仁、麻仁
炒火麻仁,6151240200300110,桑科,火麻仁,成熟果实,nan,炒黄,炒大麻仁、炒麻仁
檀香,615182040010700,檀香科,檀香,树干的心材,小碎块,nan,nan
桑寄生,6151921200103009,桑寄生科,桑寄生,带叶茎枝,厚片、短段,nan,广寄生
槲寄生,6151921200203006,桑寄生科,槲寄生,带叶茎枝,厚片,nan,nan
细辛,6152010300104005,马兜铃科,细辛,根和根茎,段,nan,华细辛、北细辛、辽细辛
马兜铃,6152040200107004,马兜铃科,马兜铃,果实,碎片,nan,nan
蜜马兜铃,6152040200107356,马兜铃科,马兜铃,成熟果实,碎片,蜜炙,炙马兜铃
天仙藤,6152050500104009,马兜铃科,天仙藤,地上部分,段,nan,马兜铃藤
大黄,6152310300103009,蓼科,大黄,根和根茎,厚片或块,nan,生大黄、川大黄、川军
酒大黄,6152310300103313,蓼科,大黄,根和根茎,厚片或块,酒炙,酒炙大黄、酒军
大黄炭,6152310300103412,蓼科,大黄,根和根茎,厚片或块,炒炭,川军炭、军炭
熟大黄,6152310300103610,蓼科,大黄,根和根茎,厚片或块,酒炖或酒蒸,熟军
虎杖,6152310300203006,蓼科,虎杖,根和根茎,厚片,nan,nan
何首乌,6152310400103008,蓼科,何首乌,块根,厚片或块,nan,首乌
制何首乌,6152310400103695,蓼科,何首乌,块根,厚片或块,黑豆汁炖或蒸,制首乌
拳参,6152310500102000,蓼科,拳参,根茎,薄片,nan,nan
金荞麦,6152310500203004,萝科,金荞麦,根茎,厚片,nan,nan
首乌藤,6152320100104007,蓼科,首乌藤,藤茎,段,nan,夜交藤
蓼大青叶,6152320700100003,蓼科,蓼大青叶,叶,nan,nan,nan
水红花子,6152340200100006,蓼科,水红花子,成熟果实,nan,nan,nan
篇蓄,6152350500104000,蓼科,篇蓄,地上部分,段,nan,nan
杠板归,6152350500204007,蓼科,杠板归,地上部分,段,nan,nan
地肤子,6152440200100003,藜科,地肤子,成熟果实,nan,nan,nan
川牛膝,6152510100102008,苋科,川牛膝,根,薄片,nan,nan
酒川牛膝,6152510100102312,苋科,川牛膝,根,薄片,酒炙,nan
牛膝,6152510100204009,苋科,牛膝,根,段,nan,怀牛膝
酒牛膝,6152510100204313,苋科,牛膝,根,段,酒炙,酒怀牛膝
鸡冠花,6152530100104000,苋科,鸡冠花,花序,段,nan,nan
鸡冠花炭,6152530100104413,苋科,鸡冠花,花序,段,炒炭,nan
青箱子,6152540600100006,苋科,青箱子,成熟种子,nan,nan,nan
生商陆,6152710100103009,商陆科,商陆,根,厚片或块,nan,商陆
醋商陆,6152710100103320,商陆科,商陆,根,厚片或块,醋炙,nan
马齿苋,6152950500104002,马齿苋科,马齿苋,地上部分,段,nan,马舌菜
银柴胡,6153110100103006,石竹科,银柴胡,根,厚片,nan,nan
金铁锁,6153110100200002,石竹科,金铁锁,根,nan,nan,nan
太子参,6153110400100002,石竹科,太子参,块根,nan,nan,孩儿参、童参
王不留行,6153140600100007,石竹科,王不留行,成熟种子,nan,nan,nan
炒王不留行,6153140600100113,石竹科,王不留行,成熟种子,nan,清炒,nan
瞿麦,6153150500104005,石竹科,瞿麦,地上部分,段,nan,nan
藕节,6153210500100008,睡莲科,藕节,根茎节部,nan,nan,nan
藕节炭,615321050010041,睡莲科,藕节,根茎节部,nan,炒炭,nan
荷叶,6153220700106007,睡莲科,荷叶,叶,丝,nan,nan
荷叶炭,6153220700107424,睡莲科,荷叶,叶,丝,煅炭,nan
莲房,6153230400107006,睡莲科,莲房,花托,碎片,nan,nan
莲房炭,6153230400107419,睡莲科,莲房,花托,碎片,炒炭,nan
莲须,6153230500100006,睡莲科,莲须,雄蕊,nan,nan,莲蕊、莲子须
芡实,6153240500100005,睡莲科,芡实,成熟种仁,nan,nan,nan
麸炒芡实,6153240500100210,睡莲科,芡实,种仁,nan,麸炒,nan
莲子,615324060020000,睡莲科,莲子,成熟种子,切开，去心,nan,莲子肉、莲蓬子
莲子心,6153240900100001,睡莲科,莲子心,成熟种子中的干燥幼叶和胚根,nan,nan,莲心
白头翁,6153710100102001,毛莨科,白头翁,根,薄片,nan,nan
白 芍,6153710100202008,毛莨科,白 芍,根,薄片,nan,杭白芍、毫白芍、川白芍
炒白芍,6153710100202114,毛莨科,白 芍,根,薄片,炒黄,炒杭白芍、炒毫白芍、炒川白芍
酒白芍,6153710100202312,毛莨科,白 芍,根,薄片,酒炙,酒杭白芍、酒毫白芍、酒川白芍
赤芍,6153710100303002,毛莨科,赤芍,根,厚片,nan,赤芍药
威灵仙,6153710300104003,毛莨科,威灵仙,根和根茎,段,nan,灵仙、铁脚灵仙
生川乌,6153710400100004,毛莨科,川乌,母根,nan,nan,nan
制川乌,6153710400103708,毛莨科,川乌,母根,片,煮,川乌、川乌头、乌头
天葵子,6153710400200001,毛莨科,天葵子,块根,nan,nan,紫背天葵
附片  ,6153710400303009,毛莨科,附子,子根,片,nan,附子、黑顺片、白附片
炮附片,6153710400303221,毛莨科,附子,子根,片,砂烫,炮附子
淡附片,6153710400303719,毛莨科,附子,子根,片,甘草、黑豆制,淡附子
生草乌,6153710400400005,毛莨科,草乌,块根,nan,nan,nan
制草乌,6153710400500705,毛莨科,制草乌,块根,nan,煮,草乌
猫爪草,6153710400600009,毛莨科,猫爪草,块根,nan,nan,nan
升麻,6153710500103004,毛莨科,升麻,根茎,厚片,nan,nan
两头尖,6153710500200000,毛莨科,两头尖,根茎,nan,nan,nan
黄连片,6153710500302001,毛莨科,黄连,根茎,薄片,nan,黄连、味连、雅连、云连
酒黄连,6153710500302315,毛莨科,黄连,根茎,薄片,酒炙,酒炒黄连、酒味连、酒雅连、酒云连
姜黄连,6153710500302346,毛莨科,黄连,根茎,薄片,姜汁炙,姜味连、姜雅连、姜云连
萸黄连,6153710500302384,毛莨科,黄连,根茎,薄片,吴茱萸汁炙,萸味连、萸雅连、萸云连
川木通,6153720100103007,毛莨科,川木通,藤茎,厚片,nan,nan
牡丹皮,6153720600102005,毛莨科,牡丹皮,根皮,薄片,nan,丹皮、粉丹皮
草乌叶,6153720700100000,毛莨科,草乌叶,叶,nan,nan,nan
黑种草子,6153740600100009,毛莨科,黑种草子,种子,nan,nan,黑香种草子
大血藤,6153820100103004,木通科,大血藤,藤茎,厚片,nan,红藤
木通,6153820100203001,木通科,木通,藤茎,片,nan,nan
野木瓜,6153821200100009,木通科,野木瓜,带叶茎枝,nan,nan,nan
预知子,6153840200100000,木通科,预知子,近成熟果实,nan,nan,八月札
三颗针,6153910100103002,小檗科,三颗针,根,片,nan,nan
淫羊藿,6153920700206003,小檗科,淫羊藿,叶,丝,nan,仙灵脾
炙淫羊藿,6153920700206362,小檗科,淫羊藿,叶,丝,羊脂油炙,制淫羊藿、炙仙灵脾
巫山淫羊藿,6153920700306000,小檗科,巫山淫羊藿,叶,丝,nan,nan
炙巫山淫羊藿,6153920700306369,小檗科,巫山淫羊藿,叶,丝,羊脂油炙,nan
功劳木,6153920900105007,小檗科,功劳木,茎,块或厚片,nan,十大功劳
小叶莲,6153940200100007,小檗科,小叶莲,果实,nan,nan,nan
防己,6154010100103008,防己科,防己,根,厚片,nan,粉防己、汉防己
金果榄,6154010400203002,防己科,金果榄,块根,厚片,nan,青牛胆
北豆根,6154010500103004,防己科,北豆根,根茎,厚片,nan,nan
青风藤,6154020100103007,防己科,青风藤,藤茎,厚片,nan,青藤
黄藤,6154020100204001,防己科,黄藤,藤茎,段,nan,nan
亚乎奴,6154050100100003,防己科,亚乎奴,全株,nan,nan,锡生藤
滇鸡血藤,6154120100200000,木兰科,滇鸡血藤,藤茎,nan,nan,nan
地枫皮,6154120500107008,木兰科,地枫皮,树皮,打碎,nan,钻地风、追地枫
厚朴,6154120500206008,木兰科,厚朴,干皮，根皮和枝皮,丝,nan,川朴、川厚朴
姜厚朴,6154120500206343,木兰科,厚朴,干皮，根皮和枝皮,丝,姜汁炙,炙厚朴、制厚朴
辛夷,6154130300100000,木兰科,辛夷,花蕾,nan,nan,木笔花、望春花
厚朴花,6154130300200007,木兰科,厚朴花,花蕾,nan,nan,川朴花
八角茴香,6154140200100000,木兰科,八角茴香,果实,nan,nan,大茴香、八角
五味子,6154140200200007,木兰科,五味子,成熟果实,nan,nan,北五味子
醋五味子,6154140200200625,木兰科,五味子,成熟果实,nan,醋蒸,醋北五味子
南五味子,6154140200300004,木兰科,南五味子,成熟果实,nan,nan,nan
醋南五味子,6154140200300325,木兰科,南五味子,果实,nan,醋炙,nan
肉豆蔻,6154440500100008,肉豆蔻科,肉豆蔻,种仁,nan,nan,玉果
麸煨肉豆蔻,6154440500100800,肉豆蔻科,肉豆蔻,种子,nan,麸煨,煨肉豆蔻
乌药,6154510400102003,樟科,乌药,块根,薄片,nan,台乌药
桂枝,6154520200103001,樟科,桂枝,嫩枝,厚片,nan,桂枝尖
肉桂,6154520500100007,樟科,肉桂,树皮,去粗皮,nan,官桂、企边桂
荜澄茄,6154540200100008,樟科,荜澄茄,果实,nan,nan,山鸡椒
天然冰片,6154590800100007,樟科,天然冰片,加工品,nan,nan,右旋龙脑
延胡索,6154710600103002,罂粟科,延胡索,块茎,厚片,nan,元胡、玄胡索
醋延胡索,6154710600103323,罂粟科,延胡索,块茎,厚片,醋炙或醋煮,醋元胡、醋玄胡索
夏天无,6154710600200008,罂粟科,夏天无,块茎,nan,nan,nan
罂粟壳,6154740400106002,罂粟科,罂粟壳,果壳,丝,nan,nan
蜜罂粟壳,6154740400106354,罂粟科,罂粟壳,果壳,丝,蜜炙,nan
苦地丁,6154750100104000,罂粟科,苦地丁,全草,段,nan,nan
白屈菜,6154750100204007,罂粟科,白屈菜,全草,段,nan,nan
板蓝根,6154910100103001,十字花科,板蓝根,根,厚片,nan,nan
高山辣根菜,6154910300100008,十字花科,高山辣根菜,根和根茎,nan,nan,nan
大青叶,6154920700107002,十字花科,大青叶,叶,碎片,nan,nan
芥子,6154940600100002,十字花科,芥子,成熟种子,nan,nan,白芥子
炒芥子,6154940600100118,十字花科,芥子,种子,nan,炒黄,炒白芥子
莱菔子,6154940600200009,十字花科,莱菔子,成熟种子,nan,nan,萝卜子
炒莱菔子,6154940600200115,十字花科,莱菔子,成熟种子,nan,炒黄,炒萝卜子
葶苈子,6154940600300006,十字花科,葶苈子,成熟种子,nan,nan,nan
炒葶苈子,6154940600300112,十字花科,葶苈子,成熟种子,nan,炒黄,nan
薪冀,6154950500104000,十字花科,薪冀,地上部分,段,nan,nan
红景天,6155510300103000,景天科,红景天,根和根茎,片,nan,nan
垂盆草,6155550100104005,景天科,垂盆草,全草,段,nan,nan
瓦松,6155550500104001,景天科,瓦松,地上部分,段,nan,nan
常山,6155610100102002,虎耳草科,常山,根,薄片,nan,nan
炒常山,6155610100102118,虎耳草科,常山,根,薄片,炒黄,nan
岩白菜,6155610500100004,虎耳草科,岩白菜,根茎,nan,nan,nan
路路通,6155840200100008,金缕梅科,路路通,成熟果序,nan,nan,枫树球、枫香果
苏合香,6155890200100003,金缕梅科,苏合香,树脂,nan,nan,苏合油
枫香脂,6155890200200000,金缕梅科,枫香脂,树脂,nan,nan,白云香、白胶香
杜仲,6155920500106006,杜仲科,杜仲,树皮,块或丝,nan,nan
盐杜仲,6155920500106334,杜仲科,杜仲,树皮,块或丝,盐炙,nan
杜仲叶,6155920700100002,杜仲科,杜仲叶,叶,nan,nan,nan
地榆,6156110100103003,蔷薇科,地榆,根,厚片,nan,nan
地榆炭,6156110100103416,蔷薇科,地榆,根,厚片,炒炭,nan
桃枝,6156120200104008,蔷薇科,桃枝,枝条,段,nan,nan
山楂叶,6156120700100005,蔷薇科,山楂叶,叶,nan,nan,nan
枇杷叶,6156120700206004,蔷薇科,枇杷叶,叶,丝,nan,nan
蜜枇杷叶,6156120700206356,蔷薇科,枇杷叶,叶,丝,蜜炙,炙枇杷叶
月季花,6156130200100009,蔷薇科,月季花,花,nan,nan,月月红
玫瑰花,6156130300100008,蔷薇科,玫瑰花,花蕾,nan,nan,nan
梅花,6156130300200005,蔷薇科,梅花,花蕾,nan,nan,白梅花、绿萼梅
净山楂,6156140200100008,蔷薇科,山楂,成熟果实,去核,nan,山楂、山楂片
炒山楂,6156140200100114,蔷薇科,山楂,果实,去核,炒黄,nan
焦山楂,6156140200100121,蔷薇科,山楂,成熟果实,去核,炒焦,nan
乌梅,6156140200200005,蔷薇科,乌梅,近成熟果实,nan,nan,酸梅
乌梅炭,6156140200200418,蔷薇科,乌梅,近成熟果实,nan,炒炭,炒乌梅
乌梅肉,6156140200200609,蔷薇科,乌梅,近成熟果实,nan,蒸软，去核,nan
木瓜,6156140200302006,蔷薇科,木瓜,近成熟果实,薄片,nan,宣木瓜、川木瓜
金樱子,6156140200400009,蔷薇科,金樱子,成熟果实,nan,nan,nan
金樱子肉,6156140200500006,蔷薇科,金樱子,果实,纵切两瓣，去毛、核,nan,nan
蕤仁,6156140200700000,蔷薇科,蕤仁,成熟果核,nan,nan,芮仁
覆盆子,6156140200800007,蔷薇科,覆盆子,果实,nan,nan,nan
苦杏仁,6156140600100004,蔷薇科,苦杏仁,成熟种子,nan,nan,杏仁
炒苦杏仁,6156140600100110,蔷薇科,苦杏仁,成熟种子,nan,炒黄,炒杏仁
焊苦杏仁,6156140600100820,蔷薇科,苦杏仁,种子,nan,焊去皮,焊杏仁
郁李仁,6156140600200001,蔷薇科,郁李仁,成熟种子,nan,nan,nan
桃仁,6156140600300008,蔷薇科,桃仁,成熟种子,nan,nan,nan
炒桃仁,6156140600300114,蔷薇科,桃仁,成熟种子,nan,取焊桃仁，炒黄,nan
焊桃仁,6156140600300824,蔷薇科,桃仁,种子,nan,焊去皮,nan
委陵菜,6156150100204003,蔷薇科,委陵菜,全草,段,nan,nan
蓝布正,6156150100304000,蔷薇科,蓝布正,全草,段,nan,nan
翻白草,6156150100404007,蔷薇科,翻白草,全草,段,nan,nan
仙鹤草,6156150500104002,蔷薇科,仙鹤草,地上部分,段,nan,nan
红芪,6156310100103007,豆科,红芪,根,厚片,nan,nan
炙红芪,6156310100103359,豆科,红芪,根,厚片,蜜炙,蜜红芪
苦参,6156310100303001,豆科,苦参,根,厚片,nan,nan
黄芪,6156310100603002,豆科,黄芪,根,厚片,nan,nan
炙黄芪,6156310100603354,豆科,炙黄芪,根,厚片,蜜炙,蜜黄芪
粉葛,6156310100703009,豆科,粉葛,根,厚片或块,nan,nan
葛根,6156310100803006,豆科,葛根,根,厚片,nan,nan
山豆根,6156310300103005,豆科,山豆根,根和根茎,厚片,nan,广豆根
甘草,6156310300203002,豆科,甘草,根和根茎,厚片,nan,粉甘草
炙甘草,6156310300203354,豆科,甘草,根和根茎,厚片,蜜炙,蜜甘草
鸡血藤,6156320100103006,豆科,鸡血藤,藤茎,片,nan,nan
皂角刺,6156320300103004,豆科,皂角刺,棘刺,厚片,nan,天丁、皂刺针
苏木,6156320400103003,豆科,苏木,心材,片或细粉,nan,苏方木
降香,6156320400205004,豆科,降香,树干和根的心材,小块，碾成细粉或镑片,nan,降真香、紫降香
合欢皮,6156320500106003,豆科,合欢皮,树皮,丝或块,nan,夜合欢皮
番泻叶,6156320700100009,豆科,番泻叶,小叶,nan,nan,泻叶
槐花,6156330200100003,豆科,槐花,花和花蕾,nan,nan,槐米
炒槐花,6156330200100119,豆科,槐花,花和花蕾,nan,炒黄,炒槐米
槐花炭,6156330200100416,豆科,槐花,花和花蕾,nan,炒炭,槐米炭
合欢花,6156330300100002,豆科,合欢花,花蕾或花序,nan,nan,合欢米
猪牙皂,6156340200100002,豆科,猪牙皂,不育果实,nan,nan,牙皂
补骨脂,6156340200200009,豆科,补骨脂,成熟果实,nan,nan,破故纸、黑故脂
盐补骨脂,6156340200200337,豆科,补骨脂,成熟果实,nan,盐炙,盐破故纸、盐黑故脂
槐角,6156340200300006,豆科,槐角,成熟果实,nan,nan,nan
蜜槐角,6156340200300358,豆科,槐角,果实,nan,蜜炙,nan
大皂角,6156340200407002,豆科,大皂角,果实,捣碎,nan,nan
赤小豆,6156340600100008,豆科,赤小豆,成熟种子,nan,nan,红豆、赤豆
榼藤子,6156340600200005,豆科,榼藤子,种子,nan,nan,nan
刀豆,6156340600300002,豆科,刀豆,种子,nan,nan,刀豆子
白扁豆,6156340600400009,豆科,白扁豆,成熟种子,nan,nan,扁豆
炒白扁豆,6156340600400115,豆科,白扁豆,成熟种子,nan,炒黄,炒扁豆
决明子,6156340600500006,豆科,决明子,成熟种子,nan,nan,nan
炒决明子,6156340600500112,豆科,决明子,成熟种子,nan,炒黄,nan
沙苑子,6156340600600003,豆科,沙苑子,成熟种子,nan,nan,潼蒺藜、沙苑蒺藜
盐沙苑子,6156340600600331,豆科,沙苑子,种子,nan,盐炙,盐潼蒺藜、盐沙苑蒺藜
胡芦巴,6156340600700000,豆科,胡芦巴,成熟种子,nan,nan,葫芦巴
盐胡芦巴,6156340600700338,豆科,胡芦巴,种子,nan,盐炙,盐葫芦巴
黑豆,6156340600800007,豆科,黑豆,种子,nan,nan,nan
鸡骨草,6156350100104000,豆科,鸡骨草,全株，除去荚果,段,nan,nan
广金钱草,6156350500104006,豆科,广金钱草,地上部分,段,nan,nan
儿茶,6156390800100001,豆科,儿茶,去皮枝、干的干燥煎膏,nan,nan,孩儿茶
大豆黄卷,6156390800200862,豆科,大豆黄卷,加工品,nan,发芽,nan
淡豆豉,6156390800300876,豆科,淡豆豉,成熟种子的发酵加工品,nan,发酵,豆豉
老鹳草,6156550500104000,雅牛儿苗科,老鹳草,地上部分,段,nan,nan
亚麻子,6156740600100006,亚麻科,亚麻子,成熟种子,nan,nan,胡麻子、大胡麻
蒺藜,6156940200100004,蒺藜科,蒺藜,成熟果实,nan,nan,白蒺藜、刺蒺藜
炒蒺藜,6156940200100110,蒺藜科,蒺藜,成熟果实,nan,炒黄,炒白蒺藜、炒刺蒺藜
两面针,6157010100103005,芸香科,两面针,根,片或段,nan,nan
关黄柏,6157020500106001,芸香科,关黄柏,树皮,丝,nan,nan
盐关黄柏,6157020500106339,芸香科,关黄柏,树皮,丝,盐炙,nan
关黄柏炭,6157020500106414,芸香科,关黄柏,树皮,丝,炒炭,nan
黄柏,6157020500206008,芸香科,黄柏,树皮,丝,nan,川黄柏
盐黄柏,6157020500206336,芸香科,黄柏,树皮,丝,盐水炙,盐川黄柏
黄柏炭,6157020500206411,芸香科,黄柏,树皮,丝,炒炭,川黄柏炭
白鲜皮,6157020600103009,芸香科,白鲜皮,根皮,厚片,nan,nan
九里香,6157021200207005,芸香科,九里香,叶和嫩枝,碎片,nan,nan
